river,country,province
Volga,R,Saratovskaya
Volga,R,Ulyanovskaya
Oka,R,Vladimirskaya
Oka,R,Kaluzhskaya
Oka,R,Moskovskaya
Oka,R,Orlovskaya
Oka,R,Ryazanskaya
Oka,R,Tulskaya
Oka,R,Nizhnii Novgorodskaya
Moskva,R,Moscow
Moskva,R,Moskovskaya
Moskva,R,Smolenskaya
Kama,R,Kirovskaya
Kama,R,Tatarstan
Kama,R,Bashkortostan
Kama,R,Udmurtskaya
Kama,R,Permskij
Vyatka,R,Kirovskaya
Vyatka,R,Tatarstan
Vyatka,R,Udmurtskaya
Chusovaya,R,Permskij
Chusovaya,R,Sverdlovskaya
Chusovaya,R,Chelyabinskaya
Belaya,R,Kaliningradskaya
Belaya,R,Tatarstan
Ural,R,Bashkortostan
Ural,R,Orenburgskaya
Ural,R,Chelyabinskaya
Ural,KZ,Aktobe
Ural,KZ,Atyrau
Ural,KZ,West Kazakhstan
Emba,KZ,Aktobe
Emba,KZ,Atyrau
Ob,R,Altayskiy
Ob,R,Novosibirskaya
Ob,R,Tomskaya
Ob,R,Tyumenskaya
Irtysh,R,Omskaya
Irtysh,R,Tyumenskaya
Irtysh,KZ,Pavlodar
Irtysh,KZ,East-Kazakhstan
Irtysh,CN,Xinjiang
Tobol,R,Orenburgskaya
Tobol,R,Kurganskaya
Tobol,R,Tyumenskaya
Tobol,KZ,Kostanai
Tura,R,Sverdlovskaya
Tura,R,Tyumenskaya
Tagil,R,Sverdlovskaya
Isset,R,Kurganskaya
Isset,R,Sverdlovskaya
Isset,R,Tyumenskaya
Miass,R,Bashkortostan
Miass,R,Kurganskaya
Miass,R,Chelyabinskaya
Ishim,R,Omskaya
Ishim,R,Tyumenskaya
Ishim,KZ,Akmola
Ishim,KZ,Karaganda
Ishim,KZ,North-Kazakhstan
Ishim,KZ,Astana
Katun,R,Altay
Katun,R,Altayskiy
Chulym,R,Tomskaya
Chulym,R,Khakasiya
Chulym,R,Krasnoyarsk
Tom,R,Kemerovskaya
Tom,R,Tomskaya
Tom,R,Khakasiya
Yenissey,R,Tyva
Yenissey,R,Khakasiya
Yenissey,R,Krasnoyarsk
Little Yenissey,R,Tyva
Little Yenissey,MNG,Mongolia
Nizhnyaya Tunguska,R,Krasnoyarsk
Nizhnyaya Tunguska,R,Irkutskaya
Chantaika,R,Krasnoyarsk
Angara,R,Buryatiya
Angara,R,Krasnoyarsk
Angara,R,Irkutskaya
Selenge,R,Buryatiya
Selenge,MNG,Mongolia
Egiin Gol,MNG,Mongolia
Orchon,MNG,Mongolia
Tuul,MNG,Mongolia
Pyasina,R,Krasnoyarsk
Taimyra,R,Krasnoyarsk
Chatanga,R,Krasnoyarsk
Olenyok,R,Krasnoyarsk
Olenyok,R,Sakha
Lena,R,Irkutskaya
Lena,R,Sakha
Vilyuy,R,Krasnoyarsk
Vilyuy,R,Sakha
Aldan,R,Sakha
Vitim,R,Buryatiya
Vitim,R,Irkutskaya
Vitim,R,Zabaykalskiy
Vitim,R,Sakha
Indigirka,R,Sakha
Kolyma,R,Sakha
Kolyma,R,Magadanskaya
Anadyr,R,Chukotka
Kamchatka,R,Kamchatka
Amur,R,Zabaykalskiy
Amur,R,Jewish Autonomous Oblast
Amur,R,Khabarovskiy
Amur,R,Amurskaya
Amur,CN,Heilongjiang
Schilka,R,Zabaykalskiy
Ingoda,R,Zabaykalskiy
Onon,R,Zabaykalskiy
Onon,MNG,Mongolia
Argun,R,Zabaykalskiy
Argun,CN,Nei Mongol
Songhua,CN,Heilongjiang
Songhua,CN,Jilin
Sungacha,R,Primorskiy
Sungacha,CN,Heilongjiang
Ussuri,R,Primorskiy
Ussuri,R,Khabarovskiy
Ussuri,CN,Heilongjiang
Kherlen,MNG,Mongolia
Kherlen,CN,Nei Mongol
Syrdarja,UZ,Andijon
Syrdarja,UZ,FargÊ»ona
Syrdarja,UZ,Namangan
Syrdarja,UZ,Toshkent
Syrdarja,TJ,Sughd
Syrdarja,KZ,South-Kazakhstan
Syrdarja,KZ,Kyzylorda
Syrdarja,KZ,Baikonur
Naryn,UZ,Namangan
Naryn,KG,Kyrgyzstan
Amudarja,AFG,Afghanistan
Amudarja,TM,Dashhowuz
Amudarja,TM,Lebap
Amudarja,UZ,Samarqand
Amudarja,UZ,QoraqalpogÊ»iston
Amudarja,TJ,Khatlon
Vakhsh,TJ,Regions of Republican Subordination
Vakhsh,TJ,Khatlon
Vakhsh,KG,Kyrgyzstan
Pjandsh,AFG,Afghanistan
Pjandsh,TJ,Khatlon
Pjandsh,TJ,Gorno-Badakhshan
Bartang,AFG,Afghanistan
Bartang,TJ,Gorno-Badakhshan
Ili,KZ,Almaty
Ili,CN,Xinjiang
KÃ¼nes,CN,Xinjiang
Tekes,KZ,Almaty
Tekes,CN,Xinjiang
Tarim-Yarkend,CN,Xinjiang
Tarim-Yarkend,CN,Xizang
Tumen,R,Primorskiy
Tumen,CN,Jilin
Tumen,KP,North Korea
Yalu,CN,Jilin
Yalu,CN,Liaoning
Yalu,KP,North Korea
Taedong,KP,North Korea
Nakdonggang,ROK,South Korea
Namhangang,ROK,South Korea
Bukhangang,KP,North Korea
Bukhangang,ROK,South Korea
Geumgang,ROK,South Korea
Ishikari,J,Hokkaido
Shinano,J,Gumma
Shinano,J,Niigata
Shinano,J,Nagano
Tone,J,Ibaraki
Tone,J,Gumma
Tone,J,Saitama
Tone,J,Chiba
Kitakami,J,Iwate
Kitakami,J,Miyagi
Yodo,J,Shiga
Yodo,J,Kyoto
Yodo,J,Osaka
Kushiro,J,Hokkaido
Tamsui,RC,Taiwan
Gaoping,RC,Taiwan
Liao He,CN,Jilin
Liao He,CN,Liaoning
Liao He,CN,Nei Mongol
Huang He,CN,Gansu
Huang He,CN,Henan
Huang He,CN,Qinghai
Huang He,CN,Shaanxi
Huang He,CN,Shandong
Huang He,CN,Shanxi
Huang He,CN,Sichuan
Huang He,CN,Nei Mongol
Huang He,CN,Ningxia
Wei He,CN,Gansu
Wei He,CN,Shaanxi
Huai,CN,Anhui
Huai,CN,Henan
Huai,CN,Jiangsu
Yangtze,CN,Anhui
Yangtze,CN,Hubei
Yangtze,CN,Hunan
Yangtze,CN,Jiangsu
Yangtze,CN,Jiangxi
Yangtze,CN,Qinghai
Yangtze,CN,Sichuan
Yangtze,CN,Yunnan
Yangtze,CN,Xizang
Yangtze,CN,Shanghai
Yangtze,CN,Chongqing
Han,CN,Hubei
Han,CN,Shaanxi
Gan Jiang,CN,Jiangxi
Xiang Jiang,CN,Hunan
Xiang Jiang,CN,Guangxi
Yuan Jiang,CN,Guizhou
Yuan Jiang,CN,Hunan
Pearl River,CN,Guangdong
Pearl River,HK,Hong Kong
Pearl River,MAC,Macau
Dong Jiang,CN,Guangdong
Bei Jiang,CN,Guangdong
Xi Jiang,CN,Guangdong
Xi Jiang,CN,Yunnan
Xi Jiang,CN,Guangxi
Hong He,CN,Yunnan
Hong He,VN,Northern Midlands and Mountains
Hong He,VN,Red River Delta
Mekong,MYA,Shan
Mekong,CN,Qinghai
Mekong,CN,Yunnan
Mekong,CN,Xizang
Mekong,VN,Mekong River Delta
Mekong,K,Cambodia
Mekong,LAO,Laos
Mekong,THA,Thailand
Tonle Sap River,K,Cambodia
Mae Nam Chao Phraya,THA,Thailand
Mae Nam Ping,THA,Thailand
Mae Nam Nan,THA,Thailand
Saluen,MYA,Kayin
Saluen,MYA,Kayah
Saluen,MYA,Mon
Saluen,MYA,Shan
Saluen,CN,Yunnan
Saluen,CN,Xizang
Irawaddy,MYA,Ayeyarwady
Irawaddy,MYA,Magwe
Irawaddy,MYA,Mandalay
Irawaddy,MYA,Bago
Irawaddy,MYA,Sagaing
Irawaddy,MYA,Kachin
Irawaddy,CN,Yunnan
Irawaddy,CN,Xizang
Ganges,IND,Bihar
Ganges,IND,Uttar Pradesh
Ganges,IND,West Bengal
Ganges,IND,Jharkhand
Ganges,IND,Uttarakhand
Ganges,BD,Barisal
Ganges,BD,Chittagong
Ganges,BD,Dhaka
Ganges,BD,Khulna
Ganges,BD,Rajshahi
Ghaghara,IND,Bihar
Ghaghara,IND,Uttar Pradesh
Ghaghara,NEP,Nepal
Ghaghara,CN,Xizang
Gandaki,IND,Bihar
Gandaki,IND,Uttar Pradesh
Gandaki,NEP,Nepal
Kali Gandaki,NEP,Nepal
Trishuli,NEP,Nepal
Trishuli,CN,Xizang
Koshi,IND,Bihar
Koshi,NEP,Nepal
Sunkoshi,NEP,Nepal
Sunkoshi,CN,Xizang
Arun,NEP,Nepal
Arun,CN,Xizang
Yamuna,IND,Haryana
Yamuna,IND,Himachal Pradesh
Yamuna,IND,Uttar Pradesh
Yamuna,IND,Delhi
Yamuna,IND,Uttarakhand
Chambal,IND,Madhya Pradesh
Chambal,IND,Rajasthan
Chambal,IND,Uttar Pradesh
Brahmaputra,IND,Arunachal Pradesh
Brahmaputra,IND,Assam
Brahmaputra,BD,Dhaka
Brahmaputra,BD,Rajshahi
Brahmaputra,BD,Rangpur
Brahmaputra,BD,Mymensingh
Brahmaputra,CN,Xizang
Raidak,IND,Assam
Raidak,IND,West Bengal
Raidak,BHT,Bhutan
Raidak,BD,Rangpur
Jaldhaka,IND,Sikkim
Jaldhaka,IND,West Bengal
Jaldhaka,BHT,Bhutan
Jaldhaka,BD,Rangpur
Tista,IND,Sikkim
Tista,IND,West Bengal
Tista,BD,Rangpur
Meghna,IND,Assam
Meghna,IND,Manipur
Meghna,IND,Mizoram
Meghna,IND,Nagaland
Meghna,BD,Chittagong
Meghna,BD,Dhaka
Meghna,BD,Sylhet
Godavari,IND,Andhra Pradesh
Godavari,IND,Maharashtra
Godavari,IND,Telangana
Mahanadi,IND,Odisha
Mahanadi,IND,Chhattisgarh
Krishna,IND,Andhra Pradesh
Krishna,IND,Karnataka
Krishna,IND,Maharashtra
Krishna,IND,Telangana
Narmada,IND,Gujarat
Narmada,IND,Madhya Pradesh
Narmada,IND,Maharashtra
Indus,PK,Gilgit-Baltistan
Indus,PK,Khyber Pakhtunkhwa
Indus,PK,Punjab
Indus,PK,Sindh
Indus,IND,Jammu and Kashmir
Indus,CN,Xizang
Kabul,AFG,Afghanistan
Kabul,PK,Khyber Pakhtunkhwa
Panjnad,PK,Punjab
Satluj,PK,Punjab
Satluj,IND,Himachal Pradesh
Satluj,IND,Punjab
Satluj,CN,Xizang
Chanab,PK,Punjab
Chanab,IND,Himachal Pradesh
Chanab,IND,Jammu and Kashmir
Jhelum,PK,Azad Jammu and Kashmir
Jhelum,PK,Punjab
Jhelum,IND,Jammu and Kashmir
Ravi,PK,Punjab
Ravi,IND,Himachal Pradesh
Ravi,IND,Jammu and Kashmir
Ravi,IND,Punjab
Mahaweli,CL,Sri Lanka
Asahan,RI,Sumatera Utara
Batang Hari,RI,Sumatera Barat
Batang Hari,RI,Jambi
Solo,RI,Jawa Tengah
Solo,RI,Jawa Timur
Rajang,MAL,Sarawak
Kapuas,RI,Kalimantan Barat
Mahakam,RI,Kalimantan Timur
Mahakam,RI,Kalimantan Utara
Barito,RI,Kalimantan Selatan
Pansipit River,RP,Calabarzon
Pasig River,RP,Metro Manila
Agus River,RP,Northern Mindanao
Agus River,RP,Muslim Mindanao
Mamberano,RI,Papua
Digul,RI,Papua
Sepik,RI,Papua
Sepik,PNG,North
Fly River,RI,Papua
Fly River,PNG,South
Ruggles River,CDN,Nunavut
Koukdjuak River,CDN,Nunavut
Yukon River,CDN,Yukon
Yukon River,USA,Alaska
Newhalen River,USA,Alaska
Kvichak River,USA,Alaska
Fraser River,CDN,British Columbia
Mackenzie River,CDN,Northwest Territories
Great Bear River,CDN,Northwest Territories
Slave River,CDN,Alberta
Slave River,CDN,Northwest Territories
Athabasca River,CDN,Alberta
Peace River,CDN,Alberta
Peace River,CDN,British Columbia
Liard River,CDN,British Columbia
Liard River,CDN,Northwest Territories
Liard River,CDN,Yukon
Nelson River,CDN,Manitoba
Saskatchewan River,CDN,Manitoba
Saskatchewan River,CDN,Saskatchewan
North Saskatchewan River,CDN,Alberta
North Saskatchewan River,CDN,Saskatchewan
South Saskatchewan River,CDN,Alberta
South Saskatchewan River,CDN,Saskatchewan
Red River of the North,CDN,Manitoba
Red River of the North,USA,Minnesota
Red River of the North,USA,North Dakota
Churchill River,CDN,Newfoundland and Labrador
Saint Lawrence River,CDN,Quebec
Saint Lawrence River,USA,New York
Ottawa River,CDN,Ontario
Ottawa River,CDN,Quebec
Niagara River,CDN,Ontario
Niagara River,USA,New York
Detroit River,CDN,Ontario
Detroit River,USA,Michigan
Saint Marys River,CDN,Ontario
Saint Marys River,USA,Michigan
Manitou River,CDN,Ontario
Mindemoya River,CDN,Ontario
Straits of Mackinac,USA,Michigan
Nipigon River,CDN,Ontario
Manicouagan River,CDN,Quebec
Riviere Richelieu,CDN,Quebec
Merrimack River,USA,Massachusetts
Merrimack River,USA,New Hampshire
Connecticut River,USA,Connecticut
Connecticut River,USA,Massachusetts
Connecticut River,USA,New Hampshire
Connecticut River,USA,Vermont
Hudson River,USA,New Jersey
Hudson River,USA,New York
Delaware River,USA,Delaware
Delaware River,USA,New Jersey
Delaware River,USA,New York
Delaware River,USA,Pennsylvania
Susquehanna River,USA,Maryland
Susquehanna River,USA,New York
Susquehanna River,USA,Pennsylvania
Potomac River,USA,Maryland
Potomac River,USA,Virginia
Potomac River,USA,West Virginia
Potomac River,USA,District of Columbia
Savannah River,USA,Georgia
Savannah River,USA,South Carolina
Caloosahatchee River,USA,Florida
Mississippi,USA,Arkansas
Mississippi,USA,Illinois
Mississippi,USA,Iowa
Mississippi,USA,Kentucky
Mississippi,USA,Louisiana
Mississippi,USA,Minnesota
Mississippi,USA,Mississippi
Mississippi,USA,Missouri
Mississippi,USA,Tennessee
Mississippi,USA,Wisconsin
Missouri,USA,Iowa
Missouri,USA,Kansas
Missouri,USA,Missouri
Missouri,USA,Montana
Missouri,USA,Nebraska
Missouri,USA,North Dakota
Missouri,USA,South Dakota
Platte River,USA,Nebraska
North Platte River,USA,Colorado
North Platte River,USA,Nebraska
North Platte River,USA,Wyoming
South Platte River,USA,Colorado
South Platte River,USA,Nebraska
Arkansas,USA,Arkansas
Arkansas,USA,Colorado
Arkansas,USA,Kansas
Arkansas,USA,Oklahoma
Ohio River,USA,Illinois
Ohio River,USA,Indiana
Ohio River,USA,Kentucky
Ohio River,USA,Ohio
Ohio River,USA,Pennsylvania
Ohio River,USA,West Virginia
Allegheny River,USA,New York
Allegheny River,USA,Pennsylvania
Tennessee River,USA,Alabama
Tennessee River,USA,Kentucky
Tennessee River,USA,North Carolina
Tennessee River,USA,Tennessee
Columbia River,CDN,British Columbia
Columbia River,USA,Oregon
Columbia River,USA,Washington
Clark Fork River,USA,Idaho
Clark Fork River,USA,Montana
Clark Fork River,USA,Washington
Chelan River,USA,Oregon
Snake River,USA,Idaho
Snake River,USA,Oregon
Snake River,USA,Washington
Snake River,USA,Wyoming
Salmon River,USA,Idaho
Klamath River,USA,California
Klamath River,USA,Oregon
Sacramento River,USA,California
Feather River,USA,California
San Joaquin River,USA,California
Truckee River,USA,California
Truckee River,USA,Nevada
Humboldt River,USA,Nevada
Amargosa River,USA,California
Amargosa River,USA,Nevada
Bear River,USA,Idaho
Bear River,USA,Utah
Bear River,USA,Wyoming
Jordan River,USA,Utah
Colorado,USA,Arizona
Colorado,USA,California
Colorado,USA,Colorado
Colorado,USA,Nevada
Colorado,USA,Utah
Colorado,MEX,Baja California
Colorado,MEX,Sonora
Gila River,USA,Arizona
Gila River,USA,New Mexico
Green River,USA,Colorado
Green River,USA,Utah
Green River,USA,Wyoming
Brazos River,USA,Texas
Rio Grande del Norte,USA,Colorado
Rio Grande del Norte,USA,New Mexico
Rio Grande del Norte,USA,Texas
Rio Grande del Norte,MEX,Chihuahua
Rio Grande del Norte,MEX,Coahuila
Rio Grande del Norte,MEX,Nuevo LÃ©on
Rio Grande del Norte,MEX,Tamaulipas
Rio Lerma Santiago,MEX,Guanajuato
Rio Lerma Santiago,MEX,Jalisco
Rio Lerma Santiago,MEX,"MÃ©xico, Estado de"
Rio Lerma Santiago,MEX,MichoacÃ¡n
Rio Lerma Santiago,MEX,Nayarit
Rio Lerma Santiago,MEX,QuerÃ©taro
Rio Usumacinta,MEX,Campeche
Rio Usumacinta,MEX,Chiapas
Rio Usumacinta,MEX,Tabasco
Rio Usumacinta,GCA,Guatemala
Rio Grijalva,MEX,Chiapas
Rio Grijalva,MEX,Tabasco
Rio Grijalva,GCA,Guatemala
Belize River,BZ,Belize
Belize River,GCA,Guatemala
Rio Dulce,GCA,Guatemala
Rio Motagua,GCA,Guatemala
Rio Lempa,GCA,Guatemala
Rio Lempa,ES,El Salvador
Rio Lempa,HN,IntibucÃ¡
Rio Lempa,HN,Ocotepeque
Rio Lempa,HN,Olancho
Rio Patuca,HN,ColÃ³n
Rio Patuca,HN,El ParaÃ­so
Rio Patuca,HN,Lempira
Rio Coco,HN,ColÃ³n
Rio Coco,HN,Choluteca
Rio Coco,HN,El ParaÃ­so
Rio Coco,NIC,Nicaragua
Rio San Juan,NIC,Nicaragua
Rio San Juan,CR,Alajuela
Rio San Juan,CR,Heredia
Rio San Juan,CR,LimÃ³n
Rio Chepo,PA,PanamÃ¡
Rio Cauto,C,Granma
Rio Cauto,C,HolguÃ­n
Rio Cauto,C,Santiago de Cuba
Artibonito,RH,Haiti
Artibonito,DOM,Dominican Republic
Rio Guayas,EC,Ecuador
Rio Magdalena,CO,Antioquia
Rio Magdalena,CO,AtlÃ¡ntico
Rio Magdalena,CO,BolÃ­var
Rio Magdalena,CO,BoyacÃ¡
Rio Magdalena,CO,Caldas
Rio Magdalena,CO,Cesar
Rio Magdalena,CO,Cundinamarca
Rio Magdalena,CO,Huila
Rio Magdalena,CO,Magdalena
Rio Magdalena,CO,Santander
Rio Magdalena,CO,Tolima
Rio Cauca,CO,Antioquia
Rio Cauca,CO,BolÃ­var
Rio Cauca,CO,Caldas
Rio Cauca,CO,Cauca
Rio Cauca,CO,Risaralda
Rio Cauca,CO,Sucre
Rio Cauca,CO,Valle de Cauca
Rio Bogota,CO,Cundinamarca
Rio Bogota,CO,BogotÃ¡ Distrito Especial
Catatumbo,YV,Zulia
Catatumbo,CO,Norte de Santander
Orinoco,YV,Amazonas
Orinoco,YV,AnzoÃ¡tegui
Orinoco,YV,Apure
Orinoco,YV,BolÃ­var
Orinoco,YV,Delta Amacuro
Orinoco,YV,GuÃ¡rico
Orinoco,YV,Monagas
Orinoco,CO,GuainÃ­a
Orinoco,CO,Vichada
Arauca,YV,Apure
Arauca,CO,Arauca
Arauca,CO,BoyacÃ¡
Arauca,CO,Norte de Santander
Apure,YV,Apure
Apure,YV,Barinas
Apure,YV,GuÃ¡rico
Apure,YV,TÃ¡chira
Rio Meta,YV,Apure
Rio Meta,CO,Arauca
Rio Meta,CO,Casanare
Rio Meta,CO,Cundinamarca
Rio Meta,CO,Meta
Rio Meta,CO,Vichada
Rio Guaviare,CO,GuainÃ­a
Rio Guaviare,CO,Guaviare
Rio Guaviare,CO,Meta
Rio Guaviare,CO,Vichada
Essequibo,GUY,Guyana
Suriname,SME,Suriname
Oyapock,GF,French Guiana
Oyapock,BR,AmapÃ¡
Amazonas,CO,Amazonas
Amazonas,PE,Loreto
Amazonas,BR,AmapÃ¡
Amazonas,BR,Amazonas
Amazonas,BR,ParÃ¡
Rio Negro,YV,Amazonas
Rio Negro,CO,GuainÃ­a
Rio Negro,BR,Amazonas
Rio Negro,BR,Roraima
Japura,CO,Amazonas
Japura,CO,CaquetÃ¡
Japura,CO,Putumayo
Japura,CO,Valle de Cauca
Japura,BR,Amazonas
Rio Putumayo,CO,Amazonas
Rio Putumayo,CO,Putumayo
Rio Putumayo,EC,Ecuador
Rio Putumayo,PE,Loreto
Rio Putumayo,BR,Amazonas
Maranon,PE,Amazonas
Maranon,PE,Ancash
Maranon,PE,Cajamarca
Maranon,PE,HuÃ¡nuco
Maranon,PE,La Libertad
Maranon,PE,Loreto
Huallaga,PE,HuÃ¡nuco
Huallaga,PE,Loreto
Huallaga,PE,Pasco
Huallaga,PE,San MartÃ­n
Ucayali,PE,JunÃ­n
Ucayali,PE,Loreto
Ucayali,PE,Ucayali
Urubamba,PE,Cusco
Urubamba,PE,Puno
Urubamba,PE,Ucayali
Tambo,PE,JunÃ­n
Perene,PE,JunÃ­n
Ene,PE,JunÃ­n
Mantaro,PE,Huancavelica
Mantaro,PE,JunÃ­n
Mantaro,PE,Lima
Apurimac,PE,Arequipa
Apurimac,PE,Ayacucho
Apurimac,PE,Cusco
Apurimac,PE,JunÃ­n
Jurua,PE,Ucayali
Jurua,BR,Acre
Jurua,BR,Amazonas
Purus,PE,Ucayali
Purus,BR,Acre
Purus,BR,Amazonas
Acre,PE,Madre de Dios
Acre,BOL,Pando
Acre,BR,Acre
Acre,BR,Amazonas
Rio Madeira,BOL,Pando
Rio Madeira,BR,Amazonas
Rio Madeira,BR,RondÃ´nia
Beni,BOL,La Paz
Beni,BOL,Beni
Beni,BOL,Pando
Beni,BOL,Cochabamba
Rio Madre de Dios,PE,Madre de Dios
Rio Madre de Dios,BOL,La Paz
Rio Madre de Dios,BOL,Pando
Rio MamorÃ©,BOL,Santa Cruz
Rio MamorÃ©,BOL,Beni
Rio MamorÃ©,BOL,Cochabamba
Rio Guapay,BOL,Santa Cruz
Rio Guapay,BOL,Beni
Rio GuaporÃ©,BOL,Santa Cruz
Rio GuaporÃ©,BOL,Beni
Rio GuaporÃ©,BR,Mato Grosso
Rio GuaporÃ©,BR,RondÃ´nia
TapajÃ³s,BR,Amazonas
TapajÃ³s,BR,ParÃ¡
Juruena,BR,Amazonas
Juruena,BR,Mato Grosso
Rio Teles Pires,BR,Amazonas
Rio Teles Pires,BR,Mato Grosso
Xingu,BR,Mato Grosso
Xingu,BR,ParÃ¡
Tocantins,BR,GoiÃ¡s
Tocantins,BR,MaranhÃ£o
Tocantins,BR,ParÃ¡
Tocantins,BR,Tocantins
Araguaia,BR,GoiÃ¡s
Araguaia,BR,MaranhÃ£o
Araguaia,BR,Mato Grosso
Araguaia,BR,ParÃ¡
Araguaia,BR,Tocantins
Rio Parnaiba,BR,MaranhÃ£o
Rio Parnaiba,BR,PiauÃ­
Rio Sao Francisco,BR,Alagoas
Rio Sao Francisco,BR,Bahia
Rio Sao Francisco,BR,Minas Gerais
Rio Sao Francisco,BR,Pernambuco
Rio Sao Francisco,BR,Sergipe
Rio Paraiba do Sul,BR,Minas Gerais
Rio Paraiba do Sul,BR,Rio de Janeiro
Rio Paraiba do Sul,BR,SÃ£o Paulo
Parana,RA,Buenos Aires
Parana,RA,Chaco
Parana,RA,Corrientes
Parana,RA,Entre RÃ­os
Parana,RA,Misiones
Parana,RA,Santa Fe
Parana,RA,Distrito Federal
Parana,PY,Paraguay
Parana,BR,Mato Grosso do Sul
Parana,BR,ParanÃ¡
Parana,BR,SÃ£o Paulo
Paranaiba,BR,GoiÃ¡s
Paranaiba,BR,Mato Grosso do Sul
Paranaiba,BR,Minas Gerais
Rio Grande,BR,Minas Gerais
Rio Grande,BR,SÃ£o Paulo
Tiete,BR,SÃ£o Paulo
Paranapanema,BR,ParanÃ¡
Paranapanema,BR,SÃ£o Paulo
Iguacu,BR,ParanÃ¡
Iguacu,BR,Santa Catarina
Paraguay,BOL,Santa Cruz
Paraguay,RA,Chaco
Paraguay,RA,Formosa
Paraguay,PY,Paraguay
Paraguay,BR,Mato Grosso
Paraguay,BR,Mato Grosso do Sul
Pilcomayo,BOL,PotosÃ­
Pilcomayo,BOL,Chuquisaca
Pilcomayo,BOL,Tarija
Pilcomayo,RA,Formosa
Pilcomayo,RA,Salta
Pilcomayo,PY,Paraguay
Rio CuiabÃ¡,BR,Mato Grosso
Rio CuiabÃ¡,BR,Mato Grosso do Sul
Rio Salado,RA,Salta
Rio Salado,RA,Santa Fe
Rio Salado,RA,Santiago de Estero
Uruguay,RA,Corrientes
Uruguay,RA,Entre RÃ­os
Uruguay,RA,Misiones
Uruguay,ROU,Uruguay
Uruguay,BR,Rio Grande do Sul
RÃ­o Sali,RA,CÃ³rdoba
RÃ­o Sali,RA,Salta
RÃ­o Sali,RA,Santiago de Estero
RÃ­o Sali,RA,TucumÃ¡n
RÃ­o Colorado,RA,Buenos Aires
RÃ­o Colorado,RA,La Pampa
RÃ­o Colorado,RA,Mendoza
RÃ­o Colorado,RA,NeuquÃ©n
RÃ­o Colorado,RA,RÃ­o Negro
RÃ­o Salado del Oeste,RA,La Pampa
RÃ­o Salado del Oeste,RA,La Rioja
RÃ­o Salado del Oeste,RA,Mendoza
RÃ­o Salado del Oeste,RA,San Juan
RÃ­o Salado del Oeste,RA,San Luis
RÃ­o Neuquen,RA,Buenos Aires
RÃ­o Neuquen,RA,NeuquÃ©n
RÃ­o Neuquen,RA,RÃ­o Negro
RÃ­o Limay,RA,NeuquÃ©n
RÃ­o Limay,RA,RÃ­o Negro
RÃ­o Chubut,RA,Chubut
RÃ­o Chubut,RA,RÃ­o Negro
RÃ­o Deseado,RA,Santa Cruz
RÃ­o Santa Cruz,RA,Santa Cruz
Rio Rimac,PE,Callao
Rio Rimac,PE,Lima
Rio Rimac,PE,Lima City
Rio Desaguadero,BOL,La Paz
Rio Desaguadero,BOL,Oruro
Rio Loa,RCH,Antofagasta
RÃ­o BÃ­o BÃ­o,RCH,BÃ­o-BÃ­o
RÃ­o BÃ­o BÃ­o,RCH,AraucanÃ­a
RÃ­o Baker,RCH,AysÃ©n
RÃ­o Azopardo,RCH,Magallanes
Sebou,MA,Gharb Chrarda Beni Hssen
Sebou,MA,Fes Boulemane
Moulouya,MA,Oriental
Moulouya,MA,Meknes Tafilalet
Chelif,DZ,Algeria
Rhumel,DZ,Algeria
Medjerda,TN,Tunisia
Medjerda,DZ,Algeria
Senegal,RMM,Kayes
Senegal,RIM,Brakna
Senegal,RIM,Gorgol
Senegal,RIM,Guidimagha
Senegal,RIM,Trarza
Senegal,SN,Saint-Louis
Senegal,SN,Tambacounda
Senegal,SN,Matam
Senegal,RG,Guinea
Gambia,SN,Kolda
Gambia,SN,Tambacounda
Gambia,SN,KÃ©dougou
Gambia,WAG,Gambia
Gambia,RG,Guinea
Rio Corubal,GUB,Guinea-Bissau
Rio Corubal,RG,Guinea
Rokel,SLE,Sierra Leone
Moa,RG,Guinea
Moa,SLE,Sierra Leone
Moa,LB,Liberia
Saint Paul River,RG,Guinea
Saint Paul River,LB,Liberia
Bandama,RMM,Sikasso
Bandama,CI,Abidjan
Bandama,CI,GÃ´h-Djiboua
Bandama,CI,Lagunes
Bandama,CI,Savanes
Bandama,CI,VallÃ©e du Bandama
Bandama,CI,Woroba
ComoÃ©,BF,Burkina Faso
ComoÃ©,CI,Lacs
ComoÃ©,CI,Lagunes
ComoÃ©,CI,ComoÃ©
ComoÃ©,CI,Savanes
ComoÃ©,CI,VallÃ©e du Bandama
ComoÃ©,CI,Zanzan
Volta,BF,Burkina Faso
Volta,CI,Zanzan
Volta,GH,Bono
Volta,GH,Bono East
Volta,GH,Eastern
Volta,GH,Greater Accra
Volta,GH,Savannah
Volta,GH,Upper West
Volta,GH,Volta
Oti,BF,Burkina Faso
Oti,GH,Northern
Oti,GH,North East
Oti,GH,Oti
Oti,RT,Togo
Oti,BEN,Benin
OuÃ©mÃ©,BEN,Benin
Mono,RT,Togo
Mono,BEN,Benin
Niger,RMM,Bamako
Niger,RMM,Gao
Niger,RMM,Kayes
Niger,RMM,Koulikoro
Niger,RMM,Mopti
Niger,RMM,SÃ©gou
Niger,RMM,Tombouctou
Niger,RG,Guinea
Niger,NGR,Anambra
Niger,NGR,Bayelsa
Niger,NGR,Delta
Niger,NGR,Edo
Niger,NGR,Kebbi
Niger,NGR,Kogi
